,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
172,ID548496471,129 View St,GLENROY,643000,h,20/05/2017,3,1,2,674,69,-37.6957,144.9231,20031,642,27.08333333,-1,1841,9184,533
173,ID823866120,4/15 Stapley Cr,ALTONA NORTH,451500,u,15/07/2017,3,1,1,180,54,-37.83648,144.86296,19994,1943,16.625,-1,2494,11307,1410
174,ID572706822,39 Kiewa St,DONCASTER,1542000,h,8/4/2017,3,2,2,980,39,-37.7883,145.1387,19897,3620,32.75,-1,3327,11071,1069
175,ID436837013,2/42 Gowrie St,BENTLEIGH EAST,930000,h,27/11/2016,3,2,2,258,12,-37.9162,145.0799,19917,1910,28,0,925,4701,308
176,ID755980195,23 Surrey St,HADFIELD,545000,h,14/05/2016,2,1,3,591,59,-37.7128,144.9471,19962,1201,25,-1,1683,8938,509
177,ID663600484,1d Bute St,MURRUMBEENA,975000,u,7/5/2016,3,2,1,277,44,-37.8936,145.0709,19919,489,23.90909091,-1,268,736,128
178,ID597980652,101 The Fairway,KINGSBURY,800001,h,3/6/2017,4,1,2,467,49,-37.7126,145.02996,20009,1875,35.55555556,-1,92,260,36
179,ID995225989,7 Londrew Ct,TULLAMARINE,540000,h,26/08/2017,3,1,1,607,49,-37.69423,144.88002,20031,3158,27.08333333,-1,256,511,54
180,ID190901410,6/267 Rossmoyne St,THORNBURY,571750,u,18/06/2016,2,1,1,0,7,-37.7588,145.0179,20014,1752,26.6,-1,2403,5212,586
181,ID916600157,15 Metcalf Wy,POINT COOK,698000,h,15/07/2017,4,2,2,448,7,-37.8914,144.72014,19922,1913,32.66666667,0,1609,6840,525
182,ID613426655,30 Chapman St,SUNSHINE,890000,h,25/02/2017,3,1,1,668,89,-37.7943,144.8319,22241,647,12.09090909,0,2532,5455,713
183,ID175129506,4/13 Glen Valley Rd,FOREST HILL,360000,h,12/8/2017,1,1,1,76,49,-37.83221,145.17117,19899,1333,36.66666667,-1,2006,7754,1051
184,ID867559721,55 Albion Rd,BOX HILL,1600000,h,16/04/2016,4,2,1,692,129,-37.8247,145.1281,20042,846,30.75,-1,2744,10289,780
185,ID522769026,4 Pacific Pl,TAYLORS LAKES,760000,h,22/07/2017,3,3,2,654,8,-37.69394,144.7795,22244,927,30,-1,502,1662,118
186,ID842019357,1/2 Dubbo St,ALBION,675000,u,9/9/2017,3,1,1,284,2,-37.77933,144.81679,20004,721,20.11111111,0,298,735,154
187,ID442550609,5 Kallara Gr,MARIBYRNONG,730000,t,7/11/2016,3,1,2,250,19,-37.7861,144.8897,20023,1790,11,-1,610,1743,228
188,ID441940831,311/163 Cremorne St,CREMORNE,570000,u,27/05/2017,2,2,1,0,12,-37.83011,144.99044,19908,672,10.56521739,-1,987,2150,212
189,ID130415347,22 Park Sq,PORT MELBOURNE,1630000,h,4/3/2017,3,2,2,135,22,-37.8395,144.9343,22180,2833,0,-1,705,5479,335
190,ID870756479,71 Hamilton Rd,NEW GISBORNE,1355000,h,23/09/2017,5,3,5,44500,74,-37.45392,144.58864,20315,1045,56,-1,301,389,114
191,ID554529351,89 Armstrong St,MIDDLE PARK,3750000,h,27/05/2017,3,2,1,411,44,-37.85327,144.96223,19958,2464,20,-1,313,545,65
192,ID296216123,3/87 Thomas St,BRIGHTON EAST,890000,u,12/8/2017,2,1,2,275,49,-37.91106,145.02394,19940,1264,31.08333333,-1,2897,11243,942
193,ID629166343,2/22 Looker Rd,MONTMORENCY,820000,t,15/07/2017,3,2,2,260,9,-37.72394,145.12456,19986,999,47,-1,1471,7759,779
194,ID517082421,1 Oxford Dr,BUNDOORA,730000,h,16/09/2017,4,2,2,538,49,-37.7002,145.06517,19984,2031,39.8,-1,684,1695,161
195,ID159311499,16 Clematis St,GLEN WAVERLEY,1790000,h,9/9/2017,4,2,2,742,49,-37.87738,145.18083,19873,1666,42.14285714,-1,56,98,19
196,ID733799841,58 Horace St,MALVERN,2325000,h,25/02/2017,3,2,2,347,129,-37.8602,145.0399,19944,1150,21.90909091,-1,717,1763,318
197,ID161359680,96 Avebury Dr,BERWICK,627500,h,1/7/2017,4,2,2,687,69,-38.02434,145.33117,22251,2197,0,-1,59,124,5
198,ID696085630,13 Crawley St,RESERVOIR,1015000,h,8/10/2016,4,1,1,518,99,-37.726,145.0044,20011,303,31.6,-1,824,1890,159
199,ID559485907,44 Silver St,ELTHAM,925000,h,12/8/2017,3,1,2,1027,39,-37.71328,145.14098,19987,603,51,-1,318,497,140
200,ID602841380,15 Argyle St,FITZROY,1394000,h,17/06/2017,3,2,1,60,69,-37.79714,144.97596,19843,1572,5.6,-1,2047,9171,742
201,ID883958643,3/15 Harold St,GLENROY,590000,u,29/04/2017,3,2,2,0,10,-37.7074,144.9266,20032,885,25.08333333,-1,1841,9184,533
202,ID122671396,56 Brandon St,GLEN IRIS,1820000,h,12/11/2016,3,1,3,650,89,-37.8571,145.0766,19848,684,31.5,-1,1923,8979,620
203,ID978697836,8 Princes St,WILLIAMSTOWN,1150000,h,8/4/2017,3,1,0,308,119,-37.8526,144.895,19993,741,19.2,-1,1064,4200,432
204,ID789570867,17 Beard St,ELTHAM,855000,h,27/05/2017,6,3,3,804,39,-37.70872,145.16102,19987,1281,51,-1,318,497,140
205,ID380983723,4 Matthews Ct,TOORAK,2820000,h,10/12/2016,3,2,2,600,52,-37.8332,145.0117,19906,726,13.25,-1,584,2731,211
206,ID443496412,50 Collinson St,KEILOR PARK,820500,h,18/03/2017,4,2,7,754,28,-37.7221,144.8578,20032,5586,25.08333333,-1,1021,5132,325
207,ID926163431,17 Gowrie St,BENTLEIGH EAST,1115000,h,19/08/2017,4,1,2,579,99,-37.91524,145.07686,19917,1937,28,-1,959,4476,324
208,ID137144442,13 Brisbane St,ASCOT VALE,1130000,t,23/09/2017,3,2,1,231,119,-37.77373,144.9311,20039,835,10.07692308,-1,2494,11307,1410
209,ID552319416,28 Nelson Pl,SOUTH MELBOURNE,2050000,h,6/5/2017,3,2,1,230,119,-37.8373,144.9527,20043,2111,0,-1,1245,3886,447
210,ID645000162,152 Balwyn Rd,BALWYN,2380000,h,17/06/2017,3,2,2,752,81,-37.80648,145.08274,19893,2009,23.66666667,-1,959,4476,324
211,ID677944088,46 Cobden St,SOUTH MELBOURNE,1390000,h,22/05/2016,3,2,1,138,21,-37.8351,144.9675,19854,1870,4.402777778,-1,1100,3636,457
212,ID422022073,60 Northumberland Cct,CRAIGIEBURN,500000,h,22/07/2017,3,2,2,448,11,-37.58242,144.93001,40221,2458,40.1,-1,1288,4242,480
213,ID138664400,58 Scotchmer St,FITZROY NORTH,1345000,h,8/4/2017,2,1,0,176,139,-37.7831,144.9805,20019,1048,19.72727273,0,2047,9171,742
214,ID683916966,92A Brees Rd,KEILOR EAST,660000,t,27/11/2016,3,2,1,265,39,-37.7444,144.8763,20037,3742,14.08333333,-1,555,1129,160
215,ID550359346,1/37 Yongala St,BALWYN,1255000,h,4/6/2016,3,2,2,308,18,-37.8056,145.0788,19893,2113,23.66666667,-1,925,4701,308
216,ID871673867,23 Beauford St,HUNTINGDALE,1093800,h,17/06/2017,3,1,2,501,49,-37.90805,145.10684,19916,513,29.88888889,-1,2837,9343,1212
217,ID622281366,157 Canning St,AVONDALE HEIGHTS,851000,t,3/12/2016,3,3,1,557,2,-37.77,144.8572,22241,2973,12.09090909,-1,1654,9119,550
218,ID141722896,1 Gordon Ct,GLENROY,737000,h,8/10/2016,3,1,4,640,69,-37.6986,144.9243,20031,838,27.08333333,-1,1683,8938,509
219,ID753400784,59 Tambet St,BENTLEIGH EAST,1160000,t,6/8/2016,4,2,2,321,13,-37.914,145.0714,19917,2123,28,-1,925,4701,308
220,ID635624156,49 Bent St,ALTONA,1500000,h,28/05/2016,3,1,1,929,69,-37.8651,144.832,19926,308,27,-1,920,3066,357
221,ID956371362,85 Martins La,VIEWBANK,920250,h,4/3/2017,4,2,2,558,49,-37.7328,145.0916,19983,2117,37.14285714,-1,647,2861,222
222,ID738596468,8/3 Kooyongkoot Rd,HAWTHORN,450000,u,1/7/2017,2,1,1,2338,79,-37.83032,145.03899,19904,1011,16.57142857,-1,1253,7401,484
223,ID604932057,3 Hazel Gr,PASCOE VALE,1465000,h,4/3/2017,3,1,2,956,11,-37.7308,144.9397,20034,1013,20.08333333,0,705,5479,335
224,ID349919489,48 Murray St,COBURG,1130000,h,25/02/2017,3,1,3,206,74,-37.7382,144.9563,19965,772,19,-1,1097,5916,553
225,ID956037693,48 Bedford St,AIRPORT WEST,872500,h,8/4/2017,3,1,1,594,69,-37.7203,144.8757,20033,4043,23.08333333,-1,1214,5603,375
226,ID209904792,6 Alma La,CAROLINE SPRINGS,600000,h,3/6/2017,3,1,3,406,14,-37.72484,144.74296,22244,3811,30,-1,1288,4242,480
227,ID636255143,43 Stawell St,WERRIBEE,830000,h,17/06/2017,3,2,2,1025,49,-37.90188,144.65138,19921,900,36.4,-1,98,190,19
228,ID215663449,36 Howitt Dr,TEMPLESTOWE LOWER,1065000,h,10/12/2016,3,1,2,664,49,-37.7637,145.1117,19935,4550,32.25,0,2403,5212,586
229,ID767580029,172 Maribyrnong Rd,MOONEE PONDS,930000,h,16/07/2016,3,1,1,305,119,-37.7711,144.9122,20038,858,12.07692308,-1,278,489,65
230,ID791977278,34 Russell Cr,BORONIA,820000,h,8/7/2017,4,2,4,719,44,-37.86434,145.25739,19869,2412,54,-1,59,124,5
231,ID601650477,3 Lynch St,SUNSHINE,715000,h,14/05/2016,3,1,2,558,94,-37.7807,144.8341,22241,879,12.09090909,0,2403,5212,586
232,ID530312634,45 Browns Rd,BENTLEIGH EAST,1560000,h,16/04/2016,3,1,2,841,69,-37.9217,145.056,19939,1735,33.08333333,-1,925,4701,308
233,ID241897265,1/3 Steele St,MALVERN EAST,536000,u,24/09/2016,2,1,1,0,59,-37.8713,145.0515,19837,1039,26,0,610,1743,228
234,ID715205639,12/2 Gordon Gr,SOUTH YARRA,635000,u,25/02/2017,2,1,1,855,14,-37.8336,144.9882,19959,651,13.86666667,-1,1245,3886,447
235,ID886637877,26 Nolan St,NIDDRIE,1076000,h,16/04/2016,3,1,1,654,29,-37.7412,144.8888,20036,2907,16.08333333,-1,71,261,20
236,ID121959622,11 Joyce St,ELWOOD,1800000,h,16/09/2017,3,2,2,380,99,-37.88922,144.9896,19954,1110,27,-1,1666,9333,523
237,ID697217016,5/39 Horne St,ELSTERNWICK,1007000,h,22/05/2016,4,2,2,125,19,-37.8855,145.001,19954,84,27,-1,1566,8895,491
238,ID129722319,55 Whyte St,BRIGHTON,1962000,t,14/05/2016,3,2,2,323,24,-37.9208,144.9996,19951,694,33,-1,2744,10289,780
239,ID857077327,2/58 North Rd,BRIGHTON,1410000,u,17/06/2017,3,2,2,257,34,-37.89886,144.99462,19953,873,29,-1,2897,11243,942
240,ID251829792,2/53 Salisbury Rd,ASHWOOD,830000,t,28/08/2016,3,1,2,212,7,-37.8723,145.1089,19840,316,34.14285714,-1,1654,9119,550
241,ID169838310,15 Caroline St,CLIFTON HILL,1460000,h,27/05/2017,3,1,0,192,119,-37.78992,144.99845,19974,302,17.84615385,-1,1097,5916,553
242,ID585204503,7 Bank St,RICHMOND,1600000,h,3/12/2016,3,2,1,115,18,-37.8163,144.9984,19978,632,10,-1,824,1890,159
243,ID982929681,408/1 Brunswick Rd,BRUNSWICK EAST,390500,u,22/07/2017,1,1,1,0,8,-37.77883,144.9776,20017,1357,21.72727273,-1,817,1779,181
244,ID216995680,50 Well St,BRIGHTON,1975000,h,3/12/2016,3,1,2,432,89,-37.9172,144.996,19951,231,33,-1,2744,10289,780
245,ID561975592,8 Katandra Cr,BROADMEADOWS,460000,h,8/7/2017,3,1,1,629,49,-37.67197,144.91896,20030,1235,29.08333333,-1,684,1695,161
246,ID943047302,139 Cecil St,WILLIAMSTOWN,2255000,h,27/11/2016,4,1,3,765,139,-37.8621,144.8999,19992,520,21.2,-1,1002,4068,328
247,ID376664579,4 Barry St,NORTHCOTE,905000,h,17/06/2017,2,1,0,114,69,-37.78024,144.99289,20017,267,21.72727273,-1,142,344,39
248,ID391105621,10/18 Ireland St,WEST MELBOURNE,460000,u,4/6/2016,1,1,1,0,19,-37.8076,144.9456,19973,387,3.723404255,-1,584,2731,211
249,ID793995202,13 Goodman St,BRUNSWICK,884000,h,22/04/2017,2,1,0,148,129,-37.7731,144.9568,19969,269,12,-1,817,1779,181
250,ID907303264,46 MacKay St,YARRAVILLE,1455000,h,29/04/2017,4,1,1,328,99,-37.8097,144.8906,19997,453,11.18181818,-1,817,1779,181
251,ID592475242,9/160 Napier St,ESSENDON,280000,u,16/04/2016,1,1,1,0,59,-37.7475,144.9194,20036,139,16.08333333,-1,1144,6845,375
252,ID702986169,126 Market St,ESSENDON,1500000,h,3/9/2017,3,1,2,649,29,-37.74212,144.89256,20036,2561,16.08333333,-1,1253,7401,484
253,ID506334180,15 Down St,RESERVOIR,780000,h,17/09/2016,3,1,2,464,99,-37.7245,145.004,20011,448,31.6,-1,824,1890,159
254,ID875202055,153 Dow St,PORT MELBOURNE,1130000,h,22/05/2016,2,1,0,112,12,-37.8404,144.9422,20043,2619,0,-1,659,5219,338
255,ID459513676,2/62 Selwyn St,ALBION,600000,u,20/05/2017,3,1,1,181,19,-37.7815,144.8128,20020,950,16,-1,298,735,154
256,ID174016557,39 Keon St,THORNBURY,1020000,h,18/03/2017,3,1,1,366,49,-37.7524,144.9912,20014,713,26.6,-1,2532,5455,713
257,ID541100817,42 Studley Ct,DONCASTER,1460000,h,18/06/2016,4,2,2,840,49,-37.78,145.1145,20042,4408,30.75,-1,3081,9924,906
258,ID941862666,53 Park Rd,SURREY HILLS,2567500,h,19/08/2017,3,2,2,1004,54,-37.83603,145.10596,19895,1466,27.66666667,-1,2532,5455,713
259,ID352043090,9/3 Rae Ct,PRAHRAN,660000,u,27/05/2017,2,1,1,0,119,-37.85672,145.00273,19957,943,21,-1,705,5479,335
260,ID978394532,184 Finch St,GLEN IRIS,3310000,h,20/05/2017,3,3,2,662,31,-37.8605,145.0455,19912,969,22,-1,2047,9171,742
261,ID189345193,7 Rosina St,BENTLEIGH,1920000,h,20/05/2017,4,2,2,650,23,-37.9323,145.0445,19937,719,37.09090909,0,959,4476,324
262,ID559907380,21 Catherine Rd,SEABROOK,515000,h,3/6/2017,3,1,2,531,34,-37.87793,144.75626,46468,1186,28,-1,394,1153,165
263,ID852392945,6/26 Parkside St,ELSTERNWICK,975000,u,3/6/2017,2,1,1,1764,49,-37.8879,145.01198,19954,1035,27,-1,1666,9333,523
264,ID789325265,3 Becker Cl,MELTON WEST,410000,h,27/05/2017,3,2,2,740,34,-37.68052,144.55106,19980,3162,32.77777778,-1,50,68,12
265,ID644310445,56 Gardiner Pde,GLEN IRIS,2175000,h,4/6/2016,5,3,4,619,16,-37.8554,145.0611,19835,503,24,-1,1923,8979,620
266,ID299551884,504/7 King St,PRAHRAN,520000,u,29/07/2017,2,2,1,1111,7,-37.84968,144.99389,19958,355,20,-1,705,5479,335
267,ID234758887,7 Caddy Ct,RESERVOIR,585000,h,13/08/2016,3,1,3,620,7,-37.7293,145.032,20011,2575,31.6,-1,824,1890,159
268,ID507875739,11 Huntingfield Dr,DONCASTER EAST,1662000,h,3/6/2017,4,2,2,785,39,-37.7738,145.16712,19899,5255,36.66666667,-1,3327,11071,1069
269,ID646074465,3/136 New St,BRIGHTON,1392000,u,13/05/2017,3,2,1,188,49,-37.9181,144.9933,19951,422,33,-1,2897,11243,942
270,ID916046511,15 Bliburg St,JACANA,460000,h,24/09/2016,3,1,1,601,59,-37.6889,144.9109,20031,819,27.08333333,-1,87,252,37
271,ID227002457,1/15 Ross St,NIDDRIE,760000,u,18/06/2016,3,2,1,198,11,-37.7357,144.8908,20036,2946,16.08333333,-1,71,261,20
272,ID806732041,1 Culloden St,BRUNSWICK WEST,995000,h,23/04/2016,3,1,2,505,89,-37.757,144.9446,19967,1492,15,0,958,5673,628
273,ID822843762,32 Sweetland Rd,BOX HILL,910000,h,13/05/2017,3,1,2,414,5,-37.8247,145.1359,19897,607,32.75,-1,2897,11243,942
274,ID570979486,50 Finch St,BURWOOD,1170000,h,12/8/2017,3,1,3,590,19,-37.85553,145.12305,19840,2231,34.14285714,-1,684,1695,161
275,ID428637371,68 Henkel St,BRUNSWICK,890000,h,18/06/2016,2,1,1,259,46,-37.7653,144.9565,19968,383,14,-1,703,1502,135
276,ID468048128,15 Bletchley Pl,KEALBA,590000,h,22/07/2017,4,2,2,617,59,-37.7364,144.82556,20002,2435,25.11111111,-1,591,1189,177
277,ID780755055,24 Robert St,BULLEEN,1300000,h,10/12/2016,4,3,1,604,59,-37.7621,145.086,19935,2297,32.25,-1,958,5673,628
278,ID801990458,1/38 Victoria St,COBURG,500000,h,28/08/2016,2,1,1,113,49,-37.7424,144.961,19965,206,19,-1,1071,5783,419
279,ID247012009,6 Bourke St,ESSENDON WEST,750000,h,1/7/2017,3,1,1,236,19,-37.75403,144.8867,20037,2605,14.08333333,-1,1253,7401,484
280,ID339544839,96 Bryant St,FLEMINGTON,865500,h,3/9/2016,2,1,1,168,114,-37.7835,144.9339,20040,607,8.076923077,-1,1923,8979,620
281,ID325447914,2 Islington St,SUNSHINE,970000,h,22/04/2017,4,1,4,615,69,-37.785,144.8383,22241,618,12.09090909,-1,2532,5455,713
282,ID820278848,2/47 Parker St,TEMPLESTOWE LOWER,678000,t,15/10/2016,2,1,1,340,39,-37.7564,145.1195,19986,4579,47,-1,2403,5212,586
283,ID956371362,85 Martins La,VIEWBANK,920250,h,4/3/2017,4,2,2,558,49,-37.7328,145.0916,19983,2117,37.14285714,-1,647,2861,222
284,ID398364054,204/2 Alexander St,SEDDON,533000,u,22/08/2016,2,1,1,0,7,-37.8042,144.892,20024,194,10,-1,824,1890,159
285,ID741155408,7 Allawah Cl,KEYSBOROUGH,770000,h,23/09/2017,3,1,4,533,57,-37.98433,145.17041,19889,1978,44.5,-1,1360,6408,691
286,ID351656003,310 Hampton St,HAMPTON,2600000,h,12/6/2016,4,1,2,1504,119,-37.944,145.0015,19949,670,38,-1,198,505,67
287,ID343390016,59 Barrett St,ALBERT PARK,2340000,h,26/08/2017,3,2,1,162,139,-37.84398,144.95044,20043,2861,0,-1,1214,5603,375
288,ID968498628,11 Carrathool St,BULLEEN,1400000,h,10/12/2016,3,1,3,770,54,-37.7644,145.0886,19935,2588,32.25,-1,958,5673,628
289,ID264413841,4/1 Nangnak La,MONT ALBERT,660000,t,14/05/2016,2,2,1,146,89,-37.8157,145.1101,19896,578,29.66666667,-1,278,489,65
290,ID713279297,2/3 Tyrone St,CAMBERWELL,620000,h,13/08/2016,2,1,1,122,59,-37.8439,145.0718,19850,331,27.5,-1,3703,18944,2039
291,ID460178091,3/302 Grange Rd,ORMOND,405000,u,28/08/2016,2,1,1,0,49,-37.9031,145.0444,19941,421,30.08333333,-1,268,736,128
292,ID780226208,2/4 Balmoral St,ESSENDON,445000,u,10/12/2016,2,1,1,916,4,-37.7502,144.9065,20037,1071,14.08333333,-1,1144,6845,375
293,ID724937133,41 Cameron St,RICHMOND,1320000,h,24/09/2016,3,2,2,171,129,-37.8166,144.9987,19978,666,10,-1,824,1890,159
294,ID326880893,93 Burke Rd,FERNTREE GULLY,770000,h,19/08/2017,3,1,0,720,99,-37.87356,145.27515,19869,1670,54,-1,56,98,19
295,ID391253368,5 Gwelo St,WEST FOOTSCRAY,935000,h,27/11/2016,3,2,3,466,79,-37.8019,144.8663,20022,417,14,-1,268,736,128
296,ID510878510,1/54 Emmaline St,NORTHCOTE,370000,u,23/04/2016,1,1,1,0,109,-37.7635,144.9934,20015,329,24.72727273,-1,136,302,42
297,ID945612035,4 Garnet St,SUNSHINE NORTH,670000,h,8/10/2016,3,1,2,532,69,-37.7749,144.8313,20004,656,20.11111111,-1,1363,6287,564
298,ID233992728,205/72 Altona St,KENSINGTON,400000,u,27/05/2017,1,1,1,0,11,-37.79741,144.92614,20026,243,6.25,-1,288,712,75
299,ID817611774,32 Ailsa Gr,IVANHOE,1850000,h,18/03/2017,3,2,2,684,19,-37.7659,145.0392,19933,641,28.44444444,0,92,260,36
300,ID814822113,5/19 Waratah St,WEST FOOTSCRAY,597000,u,27/05/2017,3,1,1,126,24,-37.80962,144.86877,20022,1263,14,-1,298,735,154
301,ID891560604,22b Essex Rd,SURREY HILLS,2200000,h,7/5/2016,4,2,2,734,99,-37.8286,145.092,19894,562,25.66666667,-1,2403,5212,586
302,ID280372135,27 Gerald St,BLACKBURN,1850000,h,16/09/2017,4,2,2,628,7,-37.82942,145.16714,19899,1195,36.66666667,-1,990,3070,411
303,ID991423288,177 Bignell Rd,BENTLEIGH EAST,1110000,h,25/02/2017,3,1,6,542,14,-37.9272,145.0705,19937,3069,37.09090909,-1,959,4476,324
304,ID569344044,18 Struan Av,ENDEAVOUR HILLS,625000,h,15/07/2017,4,2,2,669,39,-37.96466,145.27006,19885,5909,52,-1,121,242,42
305,ID825804750,27 Charles St,ABBOTSFORD,1030000,h,30/07/2016,2,1,1,172,89,-37.8086,144.9946,19977,272,12,-1,1202,5034,333
306,ID395284201,45 Bordeaux St,DONCASTER,1545000,h,29/04/2017,4,3,2,647,54,-37.7819,145.1184,20042,4163,30.75,-1,3327,11071,1069
307,ID331551729,81 Dalpura Cct,FRANKSTON,491000,h,27/05/2017,3,1,2,602,18,-38.13759,145.17054,19856,3555,68.2,-1,517,2973,288
308,ID516197166,4/6 Riverview Rd,ESSENDON,606000,u,12/11/2016,2,1,2,0,47,-37.7598,144.9128,20037,517,14.08333333,-1,1144,6845,375
309,ID464359271,31a Douglas St,ASHWOOD,1045000,u,4/3/2017,3,2,2,467,69,-37.8639,145.0968,19839,1288,31,-1,1672,10063,646
310,ID169959455,23 Cyprus St,LALOR,710500,h,8/7/2017,3,2,1,655,44,-37.67414,145.0205,20007,881,40.38461538,-1,1360,6408,691
311,ID272132093,112 Edgewater Bvd,MARIBYRNONG,865000,t,16/04/2016,3,2,2,151,9,-37.7855,144.8958,20025,1853,8.666666667,-1,610,1743,228
312,ID471577631,14 Beths St,BENTLEIGH,2700000,h,17/06/2017,4,4,2,673,84,-37.91888,145.04775,19939,958,33.08333333,-1,959,4476,324
313,ID579452288,125/33 Jeffcott St,WEST MELBOURNE,670000,u,8/7/2017,2,1,1,17,23,-37.8118,144.95259,19841,270,2,-1,647,2861,222
314,ID280520005,6 Shepherd St,SURREY HILLS,2100000,h,4/6/2016,3,2,2,1255,49,-37.8322,145.1056,19895,1079,27.66666667,-1,2403,5212,586
315,ID628794310,114 Shields St,FLEMINGTON,957000,h,22/05/2016,2,1,0,165,119,-37.7847,144.9341,20040,537,8.076923077,-1,1923,8979,620
316,ID227443300,2 Collett St,KENSINGTON,840000,h,15/07/2017,3,1,0,114,59,-37.78895,144.93351,20040,438,8.076923077,-1,288,712,75
317,ID573160883,6A Thistle St,SURREY HILLS,1600000,h,20/05/2017,4,1,2,600,133,-37.8327,145.0976,19895,958,27.66666667,-1,2532,5455,713
318,ID901265802,3/14 Rugby Rd,HUGHESDALE,455000,u,16/04/2016,2,1,2,0,59,-37.8942,145.0867,19917,701,28,-1,555,1129,160
319,ID412971383,18 William St,SEDDON,1270000,h,28/05/2016,4,1,1,352,129,-37.8059,144.8899,20024,402,10,-1,824,1890,159
320,ID664675051,3 Sheargold Ct,RESERVOIR,475000,h,18/06/2016,3,1,1,535,49,-37.692,144.9781,19961,1950,27,-1,824,1890,159
321,ID678545624,10 Whyte St,BRIGHTON,2385000,h,27/05/2017,4,3,2,373,39,-37.92465,144.9992,19950,905,35,-1,2897,11243,942
322,ID695404781,17 Findon St,MALVERN EAST,2200000,h,4/3/2017,4,2,2,541,29,-37.8717,145.0403,19943,670,22.11538462,0,717,1763,318
323,ID269433938,4/88 Addison St,ELWOOD,687000,u,8/4/2017,2,1,1,1912,49,-37.8795,144.98,19955,1397,25,0,1666,9333,523
324,ID342167975,91 MacEdon Rd,TEMPLESTOWE LOWER,1381000,h,27/05/2017,5,2,2,733,109,-37.7677,145.11371,19935,4814,32.25,-1,2532,5455,713
325,ID819572827,3/8 Forest St,COLLINGWOOD,560000,u,12/8/2017,2,1,1,0,44,-37.79627,144.99229,19975,373,15,-1,1097,5916,553
326,ID291674135,76 Newry St,FITZROY NORTH,1116000,h,3/9/2016,2,1,0,152,109,-37.791,144.9809,19974,1303,17.84615385,-1,1923,8979,620
327,ID579071954,7/75 Rosanna Rd,HEIDELBERG,490000,h,10/12/2016,2,1,1,187,39,-37.7518,145.0698,19935,994,32.25,-1,1144,6845,375
328,ID921266217,91 Market Rd,WERRIBEE,472000,h,3/6/2017,3,1,0,700,69,-37.89363,144.65693,19921,738,36.4,-1,98,190,19
329,ID836389529,18 Woodville St,BALWYN NORTH,1630000,h,13/05/2017,4,2,1,677,59,-37.7897,145.0922,19896,3511,29.66666667,-1,959,4476,324
330,ID164343253,105 Moreland Rd,COBURG,812000,h,8/10/2016,3,1,1,370,89,-37.7561,144.9718,19966,896,17,-1,1071,5783,419
331,ID414532398,249 Punt Rd,RICHMOND,905000,h,22/05/2016,4,1,0,254,129,-37.8201,144.9898,19908,444,10.56521739,-1,824,1890,159
332,ID899256405,1/15 Gilbertson St,ESSENDON,736000,u,23/04/2016,2,1,1,0,79,-37.7412,144.8974,20036,2177,16.08333333,0,1144,6845,375
333,ID183989896,3 Flannery Ct,OAK PARK,925000,h,15/10/2016,3,1,4,815,22,-37.7151,144.9062,20033,1386,23.08333333,-1,136,302,42
334,ID234307070,59 The Crescent,KENSINGTON,918000,t,8/10/2016,3,2,1,788,21,-37.7938,144.9186,20026,879,6.25,-1,271,771,74
335,ID868427578,16/373 South Rd,BRIGHTON EAST,775000,u,7/11/2016,2,1,1,112,59,-37.9306,145.0284,19937,843,37.09090909,-1,2744,10289,780
336,ID873643674,29 Traill St,NORTHCOTE,1700000,h,27/06/2016,5,3,1,450,89,-37.7701,144.9886,20016,588,22.72727273,-1,136,302,42
337,ID329596451,42 Junction Rd,BLACKBURN NORTH,1200000,h,15/07/2017,6,2,2,675,69,-37.80716,145.16504,19899,1729,36.66666667,-1,5,73,1
338,ID373372713,11/2 MacArthur Rd,PARKVILLE,734600,u,22/08/2016,2,2,1,2427,29,-37.7896,144.9584,19970,1079,10,-1,136,302,42
339,ID330683753,2/13 Motherwell St,SOUTH YARRA,465000,u,6/8/2016,1,1,1,0,49,-37.8456,145.0005,19947,183,16.83333333,0,1100,3636,457
340,ID801064508,78 Dickens St,ELWOOD,2200000,h,27/06/2016,4,3,2,348,119,-37.8748,144.9778,19956,1502,23,-1,1566,8895,491
341,ID923236347,40 Castleton Rd,VIEWBANK,820000,h,22/05/2016,3,2,2,628,59,-37.7314,145.0941,19983,2278,37.14285714,0,584,2731,211
342,ID134466906,57 Crevelli St,RESERVOIR,560000,h,1/7/2017,2,1,1,198,59,-37.72874,145.02988,20011,2387,31.6,-1,885,1901,227
343,ID571592854,8 Grand Bvd,MONTMORENCY,881100,h,12/8/2017,3,2,4,786,59,-37.72532,145.12488,19986,1154,47,-1,1471,7759,779
344,ID934247964,33 Schulz St,BENTLEIGH EAST,1010000,h,13/08/2016,4,1,2,658,69,-37.9343,145.0607,19937,2104,37.09090909,-1,925,4701,308
345,ID287902469,1 Meadowbank St,GLENROY,780000,h,6/5/2017,3,1,2,742,49,-37.702,144.9538,19961,471,27,0,1841,9184,533
346,ID668964057,4 Lysterfield Dr,GREENVALE,800000,h,8/7/2017,5,3,2,544,11,-37.61079,144.90823,20029,3247,35,-1,512,1119,175
