ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID715205639,12/2 Gordon Gr,2,u,635000.0,25/02/2017,1.0,1.0,855.0,14.0,-37.8336,144.9882
ID886637877,26 Nolan St,3,h,1076000.0,16/04/2016,1.0,1.0,654.0,29.0,-37.7412,144.8888
ID121959622,11 Joyce St,3,h,1800000.0,16/09/2017,2.0,2.0,380.0,99.0,-37.88922,144.9896
ID697217016,5/39 Horne St,4,h,1007000.0,22/05/2016,2.0,2.0,125.0,19.0,-37.8855,145.001
ID129722319,55 Whyte St,3,t,1962000.0,14/05/2016,2.0,2.0,323.0,24.0,-37.9208,144.9996
ID857077327,2/58 North Rd,3,u,1410000.0,17/06/2017,2.0,2.0,257.0,34.0,-37.89886,144.99462
ID251829792,2/53 Salisbury Rd,3,t,830000.0,28/08/2016,1.0,2.0,212.0,7.0,-37.8723,145.1089
ID169838310,15 Caroline St,3,h,1460000.0,27/05/2017,1.0,0.0,192.0,119.0,-37.78992,144.99845
ID585204503,7 Bank St,3,h,1600000.0,3/12/2016,2.0,1.0,115.0,18.0,-37.8163,144.9984
ID982929681,408/1 Brunswick Rd,1,u,390500.0,22/07/2017,1.0,1.0,0.0,8.0,-37.77883,144.9776
ID216995680,50 Well St,3,h,1975000.0,3/12/2016,1.0,2.0,432.0,89.0,-37.9172,144.996
ID561975592,8 Katandra Cr,3,h,460000.0,8/07/2017,1.0,1.0,629.0,49.0,-37.67197,144.91896
ID943047302,139 Cecil St,4,h,2255000.0,27/11/2016,1.0,3.0,765.0,139.0,-37.8621,144.8999
ID376664579,4 Barry St,2,h,905000.0,17/06/2017,1.0,0.0,114.0,69.0,-37.78024,144.99289
ID391105621,10/18 Ireland St,1,u,460000.0,4/06/2016,1.0,1.0,0.0,19.0,-37.8076,144.9456
ID793995202,13 Goodman St,2,h,884000.0,22/04/2017,1.0,0.0,148.0,129.0,-37.7731,144.9568
ID907303264,46 MacKay St,4,h,1455000.0,29/04/2017,1.0,1.0,328.0,99.0,-37.8097,144.8906
ID592475242,9/160 Napier St,1,u,280000.0,16/04/2016,1.0,1.0,0.0,59.0,-37.7475,144.9194
ID702986169,126 Market St,3,h,1500000.0,3/09/2017,1.0,2.0,649.0,29.0,-37.74212,144.89256
ID506334180,15 Down St,3,h,780000.0,17/09/2016,1.0,2.0,464.0,99.0,-37.7245,145.004
ID875202055,153 Dow St,2,h,1130000.0,22/05/2016,1.0,0.0,112.0,12.0,-37.8404,144.9422
ID459513676,2/62 Selwyn St,3,u,600000.0,20/05/2017,1.0,1.0,181.0,19.0,-37.7815,144.8128
ID174016557,39 Keon St,3,h,1020000.0,18/03/2017,1.0,1.0,366.0,49.0,-37.7524,144.9912
ID541100817,42 Studley Ct,4,h,1460000.0,18/06/2016,2.0,2.0,840.0,49.0,-37.78,145.1145
ID941862666,53 Park Rd,3,h,2567500.0,19/08/2017,2.0,2.0,1004.0,54.0,-37.83603,145.10596
ID352043090,9/3 Rae Ct,2,u,660000.0,27/05/2017,1.0,1.0,0.0,119.0,-37.85672,145.00273
ID978394532,184 Finch St,3,h,3310000.0,20/05/2017,3.0,2.0,662.0,31.0,-37.8605,145.0455
ID189345193,7 Rosina St,4,h,1920000.0,20/05/2017,2.0,2.0,650.0,23.0,-37.9323,145.0445
ID559907380,21 Catherine Rd,3,h,515000.0,3/06/2017,1.0,2.0,531.0,34.0,-37.87793,144.75626
ID852392945,6/26 Parkside St,2,u,975000.0,3/06/2017,1.0,1.0,1764.0,49.0,-37.8879,145.01198
ID789325265,3 Becker Cl,3,h,410000.0,27/05/2017,2.0,2.0,740.0,34.0,-37.68052,144.55106
ID644310445,56 Gardiner Pde,5,h,2175000.0,4/06/2016,3.0,4.0,619.0,16.0,-37.8554,145.0611
ID299551884,504/7 King St,2,u,520000.0,29/07/2017,2.0,1.0,1111.0,7.0,-37.84968,144.99389
ID234758887,7 Caddy Ct,3,h,585000.0,13/08/2016,1.0,3.0,620.0,7.0,-37.7293,145.032
ID507875739,11 Huntingfield Dr,4,h,1662000.0,3/06/2017,2.0,2.0,785.0,39.0,-37.7738,145.16711999999995
ID646074465,3/136 New St,3,u,1392000.0,13/05/2017,2.0,1.0,188.0,49.0,-37.9181,144.9933
ID916046511,15 Bliburg St,3,h,460000.0,24/09/2016,1.0,1.0,601.0,59.0,-37.6889,144.9109
ID227002457,1/15 Ross St,3,u,760000.0,18/06/2016,2.0,1.0,198.0,11.0,-37.7357,144.8908
ID806732041,1 Culloden St,3,h,995000.0,23/04/2016,1.0,2.0,505.0,89.0,-37.757,144.9446
ID822843762,32 Sweetland Rd,3,h,910000.0,13/05/2017,1.0,2.0,414.0,5.0,-37.8247,145.1359
ID570979486,50 Finch St,3,h,1170000.0,12/08/2017,1.0,3.0,590.0,19.0,-37.85553,145.12305
ID428637371,68 Henkel St,2,h,890000.0,18/06/2016,1.0,1.0,259.0,46.0,-37.7653,144.9565
ID468048128,15 Bletchley Pl,4,h,590000.0,22/07/2017,2.0,2.0,617.0,59.0,-37.7364,144.82556
ID780755055,24 Robert St,4,h,1300000.0,10/12/2016,3.0,1.0,604.0,59.0,-37.7621,145.086
ID801990458,1/38 Victoria St,2,h,500000.0,28/08/2016,1.0,1.0,113.0,49.0,-37.7424,144.961
ID247012009,6 Bourke St,3,h,750000.0,1/07/2017,1.0,1.0,236.0,19.0,-37.75403,144.8867
ID339544839,96 Bryant St,2,h,865500.0,3/09/2016,1.0,1.0,168.0,114.0,-37.7835,144.9339
ID325447914,2 Islington St,4,h,970000.0,22/04/2017,1.0,4.0,615.0,69.0,-37.785,144.8383
ID820278848,2/47 Parker St,2,t,678000.0,15/10/2016,1.0,1.0,340.0,39.0,-37.7564,145.1195
ID956371362,85 Martins La,4,h,920250.0,4/03/2017,2.0,2.0,558.0,49.0,-37.7328,145.0916
ID398364054,204/2 Alexander St,2,u,533000.0,22/08/2016,1.0,1.0,0.0,7.0,-37.8042,144.892
ID741155408,7 Allawah Cl,3,h,770000.0,23/09/2017,1.0,4.0,533.0,57.0,-37.98433,145.17041
ID351656003,310 Hampton St,4,h,2600000.0,12/06/2016,1.0,2.0,1504.0,119.0,-37.944,145.0015
ID343390016,59 Barrett St,3,h,2340000.0,26/08/2017,2.0,1.0,162.0,139.0,-37.84398,144.95044
ID968498628,11 Carrathool St,3,h,1400000.0,10/12/2016,1.0,3.0,770.0,54.0,-37.7644,145.0886
ID264413841,4/1 Nangnak La,2,t,660000.0,14/05/2016,2.0,1.0,146.0,89.0,-37.8157,145.1101
ID713279297,2/3 Tyrone St,2,h,620000.0,13/08/2016,1.0,1.0,122.0,59.0,-37.8439,145.0718
ID460178091,3/302 Grange Rd,2,u,405000.0,28/08/2016,1.0,1.0,0.0,49.0,-37.9031,145.0444
ID780226208,2/4 Balmoral St,2,u,445000.0,10/12/2016,1.0,1.0,916.0,4.0,-37.7502,144.9065
ID724937133,41 Cameron St,3,h,1320000.0,24/09/2016,2.0,2.0,171.0,129.0,-37.8166,144.9987
ID326880893,93 Burke Rd,3,h,770000.0,19/08/2017,1.0,0.0,720.0,99.0,-37.87356,145.27515
ID391253368,5 Gwelo St,3,h,935000.0,27/11/2016,2.0,3.0,466.0,79.0,-37.8019,144.8663
ID510878510,1/54 Emmaline St,1,u,370000.0,23/04/2016,1.0,1.0,0.0,109.0,-37.7635,144.9934
ID945612035,4 Garnet St,3,h,670000.0,8/10/2016,1.0,2.0,532.0,69.0,-37.7749,144.8313
ID233992728,205/72 Altona St,1,u,400000.0,27/05/2017,1.0,1.0,0.0,11.0,-37.79741,144.92614
ID817611774,32 Ailsa Gr,3,h,1850000.0,18/03/2017,2.0,2.0,684.0,19.0,-37.7659,145.0392
ID814822113,5/19 Waratah St,3,u,597000.0,27/05/2017,1.0,1.0,126.0,24.0,-37.80962,144.86876999999996
ID891560604,22b Essex Rd,4,h,2200000.0,7/05/2016,2.0,2.0,734.0,99.0,-37.8286,145.092
ID280372135,27 Gerald St,4,h,1850000.0,16/09/2017,2.0,2.0,628.0,7.0,-37.82942,145.16714
ID991423288,177 Bignell Rd,3,h,1110000.0,25/02/2017,1.0,6.0,542.0,14.0,-37.9272,145.0705
ID569344044,18 Struan Av,4,h,625000.0,15/07/2017,2.0,2.0,669.0,39.0,-37.964659999999995,145.27006
ID825804750,27 Charles St,2,h,1030000.0,30/07/2016,1.0,1.0,172.0,89.0,-37.8086,144.9946
ID395284201,45 Bordeaux St,4,h,1545000.0,29/04/2017,3.0,2.0,647.0,54.0,-37.7819,145.1184
ID331551729,81 Dalpura Cct,3,h,491000.0,27/05/2017,1.0,2.0,602.0,18.0,-38.13759,145.17054
ID516197166,4/6 Riverview Rd,2,u,606000.0,12/11/2016,1.0,2.0,0.0,47.0,-37.7598,144.9128
ID464359271,31a Douglas St,3,u,1045000.0,4/03/2017,2.0,2.0,467.0,69.0,-37.8639,145.0968
ID169959455,23 Cyprus St,3,h,710500.0,8/07/2017,2.0,1.0,655.0,44.0,-37.67414,145.0205
ID272132093,112 Edgewater Bvd,3,t,865000.0,16/04/2016,2.0,2.0,151.0,9.0,-37.7855,144.8958
ID471577631,14 Beths St,4,h,2700000.0,17/06/2017,4.0,2.0,673.0,84.0,-37.91888,145.04775
ID579452288,125/33 Jeffcott St,2,u,670000.0,8/07/2017,1.0,1.0,17.0,23.0,-37.8118,144.95259
ID280520005,6 Shepherd St,3,h,2100000.0,4/06/2016,2.0,2.0,1255.0,49.0,-37.8322,145.1056
ID628794310,114 Shields St,2,h,957000.0,22/05/2016,1.0,0.0,165.0,119.0,-37.7847,144.9341
ID227443300,2 Collett St,3,h,840000.0,15/07/2017,1.0,0.0,114.0,59.0,-37.78895,144.93351
ID573160883,6A Thistle St,4,h,1600000.0,20/05/2017,1.0,2.0,600.0,133.0,-37.8327,145.0976
ID901265802,3/14 Rugby Rd,2,u,455000.0,16/04/2016,1.0,2.0,0.0,59.0,-37.8942,145.0867
ID412971383,18 William St,4,h,1270000.0,28/05/2016,1.0,1.0,352.0,129.0,-37.8059,144.8899
ID664675051,3 Sheargold Ct,3,h,475000.0,18/06/2016,1.0,1.0,535.0,49.0,-37.692,144.9781
ID678545624,10 Whyte St,4,h,2385000.0,27/05/2017,3.0,2.0,373.0,39.0,-37.92465,144.9992
ID695404781,17 Findon St,4,h,2200000.0,4/03/2017,2.0,2.0,541.0,29.0,-37.8717,145.0403
ID269433938,4/88 Addison St,2,u,687000.0,8/04/2017,1.0,1.0,1912.0,49.0,-37.8795,144.98
ID342167975,91 MacEdon Rd,5,h,1381000.0,27/05/2017,2.0,2.0,733.0,109.0,-37.7677,145.11371
ID819572827,3/8 Forest St,2,u,560000.0,12/08/2017,1.0,1.0,0.0,44.0,-37.79627,144.99229
ID291674135,76 Newry St,2,h,1116000.0,3/09/2016,1.0,0.0,152.0,109.0,-37.791,144.9809
ID579071954,7/75 Rosanna Rd,2,h,490000.0,10/12/2016,1.0,1.0,187.0,39.0,-37.7518,145.0698
ID921266217,91 Market Rd,3,h,472000.0,3/06/2017,1.0,0.0,700.0,69.0,-37.89363,144.65693000000005
ID836389529,18 Woodville St,4,h,1630000.0,13/05/2017,2.0,1.0,677.0,59.0,-37.7897,145.0922
ID164343253,105 Moreland Rd,3,h,812000.0,8/10/2016,1.0,1.0,370.0,89.0,-37.7561,144.9718
ID414532398,249 Punt Rd,4,h,905000.0,22/05/2016,1.0,0.0,254.0,129.0,-37.8201,144.9898
ID899256405,1/15 Gilbertson St,2,u,736000.0,23/04/2016,1.0,1.0,0.0,79.0,-37.7412,144.8974
ID183989896,3 Flannery Ct,3,h,925000.0,15/10/2016,1.0,4.0,815.0,22.0,-37.7151,144.9062
ID234307070,59 The Crescent,3,t,918000.0,8/10/2016,2.0,1.0,788.0,21.0,-37.7938,144.9186
ID868427578,16/373 South Rd,2,u,775000.0,7/11/2016,1.0,1.0,112.0,59.0,-37.9306,145.0284
ID873643674,29 Traill St,5,h,1700000.0,27/06/2016,3.0,1.0,450.0,89.0,-37.7701,144.9886
ID329596451,42 Junction Rd,6,h,1200000.0,15/07/2017,2.0,2.0,675.0,69.0,-37.807159999999996,145.16504
ID373372713,11/2 MacArthur Rd,2,u,734600.0,22/08/2016,2.0,1.0,2427.0,29.0,-37.7896,144.9584
ID330683753,2/13 Motherwell St,1,u,465000.0,6/08/2016,1.0,1.0,0.0,49.0,-37.8456,145.0005
ID801064508,78 Dickens St,4,h,2200000.0,27/06/2016,3.0,2.0,348.0,119.0,-37.8748,144.9778
ID923236347,40 Castleton Rd,3,h,820000.0,22/05/2016,2.0,2.0,628.0,59.0,-37.7314,145.0941
ID134466906,57 Crevelli St,2,h,560000.0,1/07/2017,1.0,1.0,198.0,59.0,-37.72874,145.02988
ID571592854,8 Grand Bvd,3,h,881100.0,12/08/2017,2.0,4.0,786.0,59.0,-37.72532,145.12488000000005
ID934247964,33 Schulz St,4,h,1010000.0,13/08/2016,1.0,2.0,658.0,69.0,-37.9343,145.0607
ID287902469,1 Meadowbank St,3,h,780000.0,6/05/2017,1.0,2.0,742.0,49.0,-37.702,144.9538
ID668964057,4 Lysterfield Dr,5,h,800000.0,8/07/2017,3.0,2.0,544.0,11.0,-37.61079,144.90823
ID583395115,403/120 Greville St,2,u,712500.0,28/05/2016,2.0,1.0,0.0,129.0,-37.8493,144.9908
ID144152435,36 Charlotte St,2,h,1421000.0,12/11/2016,1.0,0.0,196.0,19.0,-37.8254,145.0
ID301991501,14 Musk Ct,3,h,295000.0,27/05/2017,1.0,4.0,600.0,44.0,-37.68734,144.58001000000004
ID341071781,403/99 Nott St,1,u,455500.0,24/09/2016,1.0,1.0,0.0,17.0,-37.8405,144.9385
ID431715216,122 Blackwood St,4,h,1606000.0,26/07/2016,2.0,3.0,455.0,129.0,-37.8177,144.8839
ID906755071,88 Victoria St,3,h,875000.0,18/03/2017,1.0,0.0,262.0,39.0,-37.8022,144.8924
ID128559654,2/79 Mimosa Rd,2,t,855000.0,16/04/2016,1.0,1.0,158.0,25.0,-37.8886,145.05200000000005
ID783766754,7/122 Glen Huntly Rd,2,u,510000.0,11/03/2017,1.0,1.0,0.0,69.0,-37.8831,144.9896
ID478509590,48a Purtell St,3,t,800000.0,7/05/2016,2.0,1.0,353.0,49.0,-37.9262,145.055
ID966808499,229/253 Bridge Rd,1,u,439000.0,10/09/2016,1.0,1.0,3516.0,8.0,-37.8183,144.9979
ID852830063,13 Cedar Dr,3,h,1200000.0,12/08/2017,2.0,2.0,352.0,22.0,-37.77413,144.87533
ID964410076,29 Whatley St,3,h,625000.0,29/07/2017,2.0,1.0,379.0,69.0,-38.07912,145.12965
ID520344241,15 Killarney Rd,3,h,1002000.0,24/09/2016,1.0,2.0,799.0,59.0,-37.7698,145.1028
ID528302148,2/12 Moorong St,4,t,1042500.0,11/02/2017,3.0,2.0,209.0,3.0,-37.8805,145.105
ID406367581,1 Hornby St,4,h,1720000.0,9/09/2017,2.0,2.0,659.0,69.0,-37.97951,145.02515
ID609839975,5 Aroona Ct,3,h,1680000.0,22/07/2017,2.0,2.0,673.0,54.0,-37.76316,144.89799
ID244050988,17 Packington Pl,2,h,1365000.0,26/08/2017,1.0,2.0,206.0,119.0,-37.85569,145.00522
ID435676743,16A Waterloo St,3,h,3300000.0,25/02/2017,3.0,2.0,417.0,3.0,-37.830999999999996,145.0621
ID914752066,10 Port St,3,h,807500.0,14/05/2016,1.0,3.0,647.0,49.0,-37.8481,144.8666
ID371264026,1/27 Noordenne Av,1,u,312000.0,29/07/2017,1.0,0.0,0.0,49.0,-37.86007,144.84578
ID372671482,9 Talba Ct,3,h,552500.0,12/08/2017,2.0,2.0,779.0,31.0,-38.114709999999995,145.18248
ID408801431,12a Doyle St,3,u,622000.0,1/07/2017,1.0,1.0,204.0,59.0,-37.76215,144.85986
ID554529351,89 Armstrong St,3,h,3750000.0,27/05/2017,2.0,1.0,411.0,44.0,-37.85327,144.96223
ID813377537,19 Hall St,3,h,900000.0,15/07/2017,1.0,0.0,227.0,99.0,-37.752959999999995,144.95967
ID815818362,2/20 Talmage St,2,t,340000.0,29/07/2017,1.0,1.0,100.0,39.0,-37.77956,144.82519
ID785248073,23A Havelock St,2,h,1120000.0,8/04/2017,1.0,0.0,135.0,89.0,-37.8661,144.9802
ID314197476,6/285 Barkly St,1,u,450000.0,18/06/2016,1.0,1.0,0.0,10.0,-37.8731,144.9799
ID846722921,4 Burgess St,3,h,1405000.0,27/11/2016,1.0,2.0,212.0,19.0,-37.8302,144.9993
ID737266034,64 Pilgrim St,3,h,880000.0,15/10/2016,1.0,0.0,216.0,129.0,-37.8052,144.8941
ID869482129,31 Elizabeth St,2,h,820000.0,10/12/2016,1.0,1.0,597.0,59.0,-37.7402,144.9807
ID233620773,2A Kerr St,3,t,881000.0,19/08/2017,1.0,1.0,300.0,59.0,-37.81156,145.14057
ID835083826,28 Flinders St,2,h,903000.0,26/07/2016,1.0,1.0,591.0,54.0,-37.7679,145.0978
ID251023303,10/352 Canterbury Rd,2,u,500000.0,4/03/2017,1.0,1.0,5530.0,18.0,-37.859,144.9767
ID779335383,1/40 Warmington Rd,3,h,305000.0,27/06/2016,1.0,2.0,367.0,49.0,-37.8018,144.8246
ID335996814,9 Arthur St,3,h,1355000.0,29/04/2017,1.0,1.0,814.0,54.0,-37.7909,145.1309
ID695335284,94 Davies St,4,h,1385000.0,13/05/2017,2.0,4.0,650.0,69.0,-37.7575,144.9716
ID806286682,60A Kennedy St,3,t,935000.0,3/06/2017,2.0,2.0,244.0,19.0,-37.9203,145.08074
ID921804492,7/31 Kensington Rd,3,u,740000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.8376,145.0012
ID686837465,1/4 Box Rd,3,h,590000.0,27/05/2017,1.0,2.0,392.0,39.0,-37.70433,145.12184
ID578461981,455 Gordon St,3,t,1011000.0,11/02/2017,2.0,2.0,225.0,17.0,-37.7867,144.8906
ID224530985,106 Outlook Dr,3,h,600000.0,22/05/2016,1.0,4.0,541.0,51.0,-37.7051,144.9069
ID718305687,3/9 Maroona Rd,1,u,365000.0,30/07/2016,1.0,1.0,0.0,59.0,-37.8887,145.048
ID782235141,249 Punt Rd,4,h,950000.0,8/10/2016,1.0,0.0,254.0,129.0,-37.8201,144.9898
ID258601553,2/12 Chettam St,3,u,380500.0,27/05/2017,2.0,1.0,156.0,6.0,-37.6349,145.04041999999995
ID812924733,34 Dean St,4,h,910000.0,12/11/2016,1.0,1.0,582.0,69.0,-37.7355,145.0178
ID259707204,4 Wilmoth St,3,h,1335000.0,4/03/2017,1.0,3.0,520.0,99.0,-37.7683,145.0156
ID365884807,25 Cobden St,3,h,1200000.0,13/08/2016,2.0,0.0,113.0,109.0,-37.8346,144.9688
ID333985312,29 Flinders St,3,h,1200000.0,12/08/2017,1.0,3.0,557.0,21.0,-37.76762,145.09773
ID588674101,5/6 Tivoli Pl,2,u,863000.0,4/03/2017,2.0,1.0,742.0,69.0,-37.8357,144.9867
ID188768338,8/68 Goldsmith St,2,u,630000.0,25/02/2017,1.0,1.0,0.0,84.0,-37.8817,144.984
ID444436446,103/58 Ballarat St,1,u,381000.0,17/09/2016,1.0,1.0,0.0,59.0,-37.8184,144.8904
ID185248019,1120 Burke Rd,3,h,2668000.0,22/07/2017,1.0,2.0,939.0,39.0,-37.794940000000004,145.06382
ID288294702,157 Cumberland Rd,4,h,730000.0,10/09/2016,1.0,3.0,683.0,49.0,-37.7251,144.9394
ID543943064,1/52 Elder Pde,3,u,820000.0,28/08/2016,1.0,1.0,0.0,104.0,-37.751999999999995,144.9079
ID111230289,56 Severn St,4,h,1190000.0,27/05/2017,1.0,2.0,405.0,7.0,-37.816109999999995,144.87945
ID478252300,5 Braim St,3,h,700000.0,18/06/2016,1.0,2.0,538.0,44.0,-37.7704,144.8384
ID114067171,68 Mortimore St,3,h,1350000.0,24/09/2016,1.0,1.0,617.0,7.0,-37.9282,145.047
ID116400129,20/20 St Edmonds Rd,2,u,626000.0,12/08/2017,1.0,2.0,0.0,19.0,-37.850590000000004,144.99188
ID255409549,33 Newstead St,3,h,1320000.0,10/09/2016,2.0,2.0,645.0,119.0,-37.7662,144.8971
ID463951875,8 Sherwood St,3,h,630000.0,3/12/2016,1.0,1.0,604.0,49.0,-37.7124,144.9514
ID634233320,27 MacPherson St,2,h,882000.0,29/04/2017,1.0,0.0,172.0,119.0,-37.7936,144.8905
ID372760066,6b Howell St,3,u,845000.0,22/04/2017,1.0,2.0,242.0,23.0,-37.9302,145.0331
ID948993334,10 Wattle Gr,5,h,2000000.0,25/02/2017,3.0,4.0,697.0,14.0,-37.8664,144.8416
ID810418305,80 Dover St,3,t,1017500.0,19/08/2017,2.0,2.0,459.0,16.0,-37.78273,144.92358000000004
ID723169316,25 Percy St,5,h,2550000.0,10/12/2016,3.0,2.0,642.0,89.0,-37.8096,145.0735
ID519517718,13 Churchill Ct,4,h,2525000.0,24/06/2017,2.0,2.0,725.0,19.0,-37.92884,145.01518000000004
ID656847474,2/63 Devonshire Rd,2,u,604000.0,15/07/2017,1.0,1.0,151.0,44.0,-37.71298,145.08115
ID449240262,61 William St,3,h,1875000.0,29/07/2017,1.0,2.0,828.0,19.0,-37.74473,144.90238
ID786833606,4/12 Dalny Rd,2,u,490000.0,20/05/2017,1.0,1.0,0.0,9.0,-37.9025,145.066
ID470655892,9 Dolphin Ct,3,h,625000.0,1/07/2017,1.0,2.0,544.0,39.0,-37.68541,144.88471
ID445133312,2/94 Truganini Rd,2,u,737000.0,27/06/2016,1.0,1.0,165.0,29.0,-37.8927,145.0539
ID181078122,13 Hudson St,4,h,1160000.0,18/06/2016,2.0,5.0,371.0,131.0,-37.7436,144.96200000000005
ID643420767,309 Springvale Rd,3,h,800000.0,24/06/2017,1.0,2.0,617.0,59.0,-37.8318,145.17368000000005
ID652281610,140 Woodland St,3,h,1650000.0,24/06/2017,3.0,2.0,698.0,49.0,-37.742459999999994,144.92074
ID190957683,5 Wavell St,3,h,1400000.0,15/10/2016,2.0,1.0,643.0,79.0,-37.8285,145.1272
ID803698582,2/53 Moylan St,3,h,835000.0,18/06/2016,1.0,1.0,250.0,39.0,-37.9087,145.0537
ID433150610,15 New St,4,h,770000.0,29/07/2017,2.0,2.0,723.0,49.0,-37.8476,145.29493
ID404761183,124 Victoria St,3,h,2478000.0,19/08/2017,2.0,1.0,205.0,134.0,-37.79933,144.97932
ID354431403,1 Bute St,3,h,1315000.0,27/05/2017,3.0,2.0,122.0,69.0,-37.80401,144.89518999999999
ID167873069,1/48 Kenny St,4,t,1575000.0,8/07/2017,2.0,2.0,392.0,12.0,-37.80039,145.0961
ID656106161,44 Hartington St,4,h,1400000.0,7/05/2016,1.0,1.0,489.0,109.0,-37.8916,145.0123
ID448217214,188 Rachelle Rd,3,h,835000.0,8/04/2017,2.0,2.0,700.0,39.0,-37.7322,144.8722
ID900265598,39 Alexander St,3,h,661000.0,16/09/2017,1.0,3.0,819.0,5.0,-38.00377,145.26161000000005
ID292840828,13 Baily St,4,h,1387000.0,24/06/2017,2.0,4.0,691.0,823.0,-37.86827,145.1452
ID478252300,5 Braim St,3,h,700000.0,18/06/2016,1.0,2.0,538.0,44.0,-37.7704,144.8384
ID700109638,607/2 McGoun St,2,u,592000.0,22/07/2017,2.0,2.0,2044.0,8.0,-37.817,144.99553999999995
ID816040185,22 Skipton Rd,4,h,1337000.0,15/10/2016,1.0,2.0,696.0,89.0,-37.8991,145.0804
ID209673038,13 Kiama St,2,t,610000.0,1/07/2017,1.0,1.0,182.0,4.0,-37.711999999999996,144.91761
ID795722793,10 Dumbarton St,3,h,851000.0,27/11/2016,1.0,1.0,826.0,59.0,-37.7013,145.0244
ID867255641,135 Suffolk St,3,h,709000.0,22/05/2016,1.0,1.0,405.0,59.0,-37.79,144.86700000000005
ID478303120,182 Keele St,2,h,670000.0,18/03/2017,1.0,0.0,118.0,119.0,-37.7976,144.993
ID399402345,22 Andrews St,3,h,1175000.0,15/10/2016,1.0,2.0,661.0,54.0,-37.8495,145.1282
ID903084714,183a High St,3,u,751800.0,27/11/2016,1.0,2.0,109.0,18.0,-37.7749,145.1138
ID706371221,307/18 Hull St,2,u,500000.0,8/04/2017,1.0,1.0,0.0,7.0,-37.8175,144.9974
ID315902032,6/4 Gurner St,2,u,455000.0,7/11/2016,1.0,1.0,0.0,17.0,-37.8619,144.9802
ID878927452,186 Mascoma St,5,h,910000.0,8/04/2017,2.0,2.0,533.0,54.0,-37.7189,144.9044
ID515614442,1/171 Melrose Dr,3,h,615500.0,29/07/2017,2.0,1.0,238.0,8.0,-37.70322,144.88236
ID416866440,7 Arnold St,4,h,780000.0,24/06/2017,2.0,2.0,696.0,20.0,-37.78647,144.81319
ID985644467,20 Everton Gr,5,h,2630000.0,10/12/2016,3.0,2.0,777.0,94.0,-37.8287,145.1054
ID971843214,3/10 Kendall St,2,u,702500.0,4/03/2017,1.0,1.0,168.0,11.0,-37.758,144.9311
ID542223866,8/8 Tattenham St,2,u,300000.0,27/05/2017,1.0,1.0,1961.0,59.0,-37.88299,145.04711
ID881043648,4a Mills St,3,t,1550000.0,7/11/2016,2.0,2.0,718.0,139.0,-37.8443,144.9598
ID465593718,15 Littlewood St,3,h,2513000.0,6/05/2017,2.0,1.0,766.0,89.0,-37.9346,145.0049
ID440116658,62 Everard St,3,h,500000.0,10/09/2016,1.0,1.0,589.0,16.0,-37.6993,144.9393
ID205495772,121 Vine St,2,h,1302500.0,13/05/2017,1.0,2.0,455.0,89.0,-37.7692,144.9353
ID326621494,2/44 Railway Pde S,3,u,700000.0,4/06/2016,2.0,1.0,224.0,13.0,-37.8738,145.1054
ID145629045,131 Sycamore St,3,h,1350000.0,20/05/2017,2.0,1.0,305.0,94.0,-37.8899,145.023
ID264710417,267 Yallambie Rd,3,h,753000.0,11/02/2017,2.0,1.0,536.0,44.0,-37.7233,145.1045
ID848279590,48 Coonawarra Dr,4,h,1138000.0,19/08/2017,2.0,2.0,784.0,39.0,-37.852109999999996,145.20174
ID566397737,9/3 Irving St,2,u,570500.0,4/03/2017,1.0,2.0,0.0,49.0,-37.8597,145.0318
ID742933877,24 Banksia Av,3,h,651000.0,22/07/2017,1.0,2.0,526.0,49.0,-37.68164,144.99768999999995
ID559584368,280 Francis St,3,h,850000.0,13/08/2016,1.0,1.0,444.0,15.0,-37.8193,144.8753
ID376720353,74 Challis St,4,h,1560000.0,6/05/2017,2.0,3.0,480.0,79.0,-37.8439,144.8733
ID414177518,55 Withers St,4,h,2800000.0,18/06/2016,3.0,1.0,327.0,109.0,-37.8467,144.9475
ID290882231,15/703 Orrong Rd,2,u,1400000.0,27/06/2016,2.0,2.0,2927.0,59.0,-37.8414,145.0137
ID791526742,47 Brougham St,3,h,1668000.0,11/02/2017,2.0,2.0,289.0,49.0,-37.8048,145.0303
ID974657895,10 Kiewa St,3,h,1420000.0,15/07/2017,1.0,1.0,726.0,54.0,-37.86173,145.11074
ID665369016,5 Morris St,5,h,1350000.0,29/07/2017,2.0,2.0,653.0,69.0,-37.993359999999996,145.08953
ID406726027,11/79 Atherton Rd,2,u,400000.0,7/05/2016,1.0,1.0,0.0,15.0,-37.8991,145.0939
ID856714979,9 Huntingfield St,4,h,475000.0,23/09/2017,2.0,1.0,294.0,8.0,-37.58364,144.90804
ID152899741,14 Kanowna St,3,h,1850000.0,9/09/2017,1.0,2.0,697.0,49.0,-37.94435,145.00927
ID858864542,1 College St,3,h,1560000.0,18/03/2017,2.0,0.0,198.0,109.0,-37.8169,145.0234
ID890226834,1/13 Maidstone St,2,h,633000.0,8/07/2017,1.0,2.0,123.0,14.0,-37.82223,145.22503999999995
ID327763167,13 Robb St,3,h,831000.0,16/04/2016,1.0,0.0,353.0,129.0,-37.8309,144.889
